,지역,시도명,시군구명,읍면동명
1182,인천광역시 미추홀구 도화동 ,인천광역시,미추홀구,도화동
1183,인천광역시 미추홀구 주안동 ,인천광역시,미추홀구,주안동
1184,인천광역시 미추홀구 관교동 ,인천광역시,미추홀구,관교동
1185,인천광역시 미추홀구 문학동 ,인천광역시,미추홀구,문학동
1186,인천광역시 연수구 옥련동 ,인천광역시,연수구,옥련동
1187,인천광역시 연수구 선학동 ,인천광역시,연수구,선학동
1188,인천광역시 연수구 연수동 ,인천광역시,연수구,연수동
1189,인천광역시 연수구 청학동 ,인천광역시,연수구,청학동
1190,인천광역시 연수구 동춘동 ,인천광역시,연수구,동춘동
1191,인천광역시 연수구 송도동 ,인천광역시,연수구,송도동
1192,인천광역시 남동구 구월동 ,인천광역시,남동구,구월동
1193,인천광역시 남동구 간석동 ,인천광역시,남동구,간석동
1194,인천광역시 남동구 만수동 ,인천광역시,남동구,만수동
1195,인천광역시 남동구 장수동 ,인천광역시,남동구,장수동
1196,인천광역시 남동구 서창동 ,인천광역시,남동구,서창동
1197,인천광역시 남동구 운연동 ,인천광역시,남동구,운연동
1198,인천광역시 남동구 남촌동 ,인천광역시,남동구,남촌동
1199,인천광역시 남동구 수산동 ,인천광역시,남동구,수산동
1200,인천광역시 남동구 도림동 ,인천광역시,남동구,도림동
1201,인천광역시 남동구 논현동 ,인천광역시,남동구,논현동
1202,인천광역시 남동구 고잔동 ,인천광역시,남동구,고잔동
1203,인천광역시 부평구 부평동 ,인천광역시,부평구,부평동
1204,인천광역시 부평구 십정동 ,인천광역시,부평구,십정동
1205,인천광역시 부평구 산곡동 ,인천광역시,부평구,산곡동
1206,인천광역시 부평구 청천동 ,인천광역시,부평구,청천동
1207,인천광역시 부평구 삼산동 ,인천광역시,부평구,삼산동
1208,인천광역시 부평구 갈산동 ,인천광역시,부평구,갈산동
1209,인천광역시 부평구 부개동 ,인천광역시,부평구,부개동
1210,인천광역시 부평구 일신동 ,인천광역시,부평구,일신동
1211,인천광역시 부평구 구산동 ,인천광역시,부평구,구산동
1212,인천광역시 계양구 효성동 ,인천광역시,계양구,효성동
1213,인천광역시 계양구 계산동 ,인천광역시,계양구,계산동
1214,인천광역시 계양구 작전동 ,인천광역시,계양구,작전동
1215,인천광역시 계양구 서운동 ,인천광역시,계양구,서운동
1216,인천광역시 계양구 임학동 ,인천광역시,계양구,임학동
1217,인천광역시 계양구 용종동 ,인천광역시,계양구,용종동
1218,인천광역시 계양구 병방동 ,인천광역시,계양구,병방동
1219,인천광역시 계양구 방축동 ,인천광역시,계양구,방축동
1220,인천광역시 계양구 박촌동 ,인천광역시,계양구,박촌동
1221,인천광역시 계양구 동양동 ,인천광역시,계양구,동양동
1222,인천광역시 계양구 귤현동 ,인천광역시,계양구,귤현동
1223,인천광역시 계양구 상야동 ,인천광역시,계양구,상야동
1224,인천광역시 계양구 하야동 ,인천광역시,계양구,하야동
1225,인천광역시 계양구 평동 ,인천광역시,계양구,평동
1226,인천광역시 계양구 노오지동 ,인천광역시,계양구,노오지동
1227,인천광역시 계양구 선주지동 ,인천광역시,계양구,선주지동
1228,인천광역시 계양구 이화동 ,인천광역시,계양구,이화동
1229,인천광역시 계양구 오류동 ,인천광역시,계양구,오류동
1230,인천광역시 계양구 갈현동 ,인천광역시,계양구,갈현동
1231,인천광역시 계양구 둑실동 ,인천광역시,계양구,둑실동
1232,인천광역시 계양구 목상동 ,인천광역시,계양구,목상동
1233,인천광역시 계양구 다남동 ,인천광역시,계양구,다남동
1234,인천광역시 계양구 장기동 ,인천광역시,계양구,장기동
1235,인천광역시 서구 백석동 ,인천광역시,서구,백석동
1236,인천광역시 서구 시천동 ,인천광역시,서구,시천동
1237,인천광역시 서구 검암동 ,인천광역시,서구,검암동
1238,인천광역시 서구 경서동 ,인천광역시,서구,경서동
1239,인천광역시 서구 공촌동 ,인천광역시,서구,공촌동
1240,인천광역시 서구 연희동 ,인천광역시,서구,연희동
1241,인천광역시 서구 심곡동 ,인천광역시,서구,심곡동
1242,인천광역시 서구 가정동 ,인천광역시,서구,가정동
1243,인천광역시 서구 신현동 ,인천광역시,서구,신현동
1244,인천광역시 서구 석남동 ,인천광역시,서구,석남동
1245,인천광역시 서구 원창동 ,인천광역시,서구,원창동
1246,인천광역시 서구 가좌동 ,인천광역시,서구,가좌동
1247,인천광역시 서구 마전동 ,인천광역시,서구,마전동
1248,인천광역시 서구 당하동 ,인천광역시,서구,당하동
1249,인천광역시 서구 원당동 ,인천광역시,서구,원당동
1250,인천광역시 서구 대곡동 ,인천광역시,서구,대곡동
1251,인천광역시 서구 금곡동 ,인천광역시,서구,금곡동
1252,인천광역시 서구 오류동 ,인천광역시,서구,오류동
1253,인천광역시 서구 왕길동 ,인천광역시,서구,왕길동
1254,인천광역시 서구 불로동 ,인천광역시,서구,불로동
1255,인천광역시 서구 청라동 ,인천광역시,서구,청라동
1256,인천광역시 강화군 강화읍 ,인천광역시,강화군,강화읍
1266,인천광역시 강화군 선원면 ,인천광역시,강화군,선원면
1274,인천광역시 강화군 불은면 ,인천광역시,강화군,불은면
1283,인천광역시 강화군 길상면 ,인천광역시,강화군,길상면
1290,인천광역시 강화군 화도면 ,인천광역시,강화군,화도면
1300,인천광역시 강화군 양도면 ,인천광역시,강화군,양도면
1309,인천광역시 강화군 내가면 ,인천광역시,강화군,내가면
1315,인천광역시 강화군 하점면 ,인천광역시,강화군,하점면
1324,인천광역시 강화군 양사면 ,인천광역시,강화군,양사면
1330,인천광역시 강화군 송해면 ,인천광역시,강화군,송해면
1338,인천광역시 강화군 교동면 ,인천광역시,강화군,교동면
1352,인천광역시 강화군 삼산면 ,인천광역시,강화군,삼산면
1360,인천광역시 강화군 서도면 ,인천광역시,강화군,서도면
1365,인천광역시 옹진군 북도면 ,인천광역시,옹진군,북도면
1370,인천광역시 옹진군 백령면 ,인천광역시,옹진군,백령면
1376,인천광역시 옹진군 대청면 ,인천광역시,옹진군,대청면
1379,인천광역시 옹진군 덕적면 ,인천광역시,옹진군,덕적면
1388,인천광역시 옹진군 영흥면 ,인천광역시,옹진군,영흥면
1392,인천광역시 옹진군 자월면 ,인천광역시,옹진군,자월면
1396,인천광역시 옹진군 연평면 ,인천광역시,옹진군,연평면
1398,광주광역시 동구 대인동 ,광주광역시,동구,대인동
1399,광주광역시 동구 금남로5가 ,광주광역시,동구,금남로5가
1400,광주광역시 동구 충장로5가 ,광주광역시,동구,충장로5가
1401,광주광역시 동구 수기동 ,광주광역시,동구,수기동
1402,광주광역시 동구 대의동 ,광주광역시,동구,대의동
1403,광주광역시 동구 궁동 ,광주광역시,동구,궁동
1404,광주광역시 동구 장동 ,광주광역시,동구,장동
1405,광주광역시 동구 동명동 ,광주광역시,동구,동명동
1406,광주광역시 동구 계림동 ,광주광역시,동구,계림동
1407,광주광역시 동구 산수동 ,광주광역시,동구,산수동
1408,광주광역시 동구 지산동 ,광주광역시,동구,지산동
1409,광주광역시 동구 남동 ,광주광역시,동구,남동
1410,광주광역시 동구 광산동 ,광주광역시,동구,광산동
1411,광주광역시 동구 금동 ,광주광역시,동구,금동
1412,광주광역시 동구 호남동 ,광주광역시,동구,호남동
1413,광주광역시 동구 불로동 ,광주광역시,동구,불로동
1414,광주광역시 동구 황금동 ,광주광역시,동구,황금동
1415,광주광역시 동구 서석동 ,광주광역시,동구,서석동
1416,광주광역시 동구 소태동 ,광주광역시,동구,소태동
1417,광주광역시 동구 용연동 ,광주광역시,동구,용연동
1418,광주광역시 동구 운림동 ,광주광역시,동구,운림동
1419,광주광역시 동구 학동 ,광주광역시,동구,학동
1420,광주광역시 동구 월남동 ,광주광역시,동구,월남동
1421,광주광역시 동구 선교동 ,광주광역시,동구,선교동
1422,광주광역시 동구 내남동 ,광주광역시,동구,내남동
1423,광주광역시 동구 용산동 ,광주광역시,동구,용산동
1424,광주광역시 동구 충장로1가 ,광주광역시,동구,충장로1가
1425,광주광역시 동구 충장로2가 ,광주광역시,동구,충장로2가
1426,광주광역시 동구 충장로3가 ,광주광역시,동구,충장로3가
1427,광주광역시 동구 충장로4가 ,광주광역시,동구,충장로4가
1428,광주광역시 동구 금남로1가 ,광주광역시,동구,금남로1가
1429,광주광역시 동구 금남로2가 ,광주광역시,동구,금남로2가
1430,광주광역시 동구 금남로3가 ,광주광역시,동구,금남로3가
1431,광주광역시 동구 금남로4가 ,광주광역시,동구,금남로4가
1432,광주광역시 서구 양동 ,광주광역시,서구,양동
1433,광주광역시 서구 농성동 ,광주광역시,서구,농성동
1434,광주광역시 서구 광천동 ,광주광역시,서구,광천동
1435,광주광역시 서구 유촌동 ,광주광역시,서구,유촌동
1436,광주광역시 서구 덕흥동 ,광주광역시,서구,덕흥동
1437,광주광역시 서구 쌍촌동 ,광주광역시,서구,쌍촌동
1438,광주광역시 서구 화정동 ,광주광역시,서구,화정동
1439,광주광역시 서구 치평동 ,광주광역시,서구,치평동
1440,광주광역시 서구 내방동 ,광주광역시,서구,내방동
1441,광주광역시 서구 서창동 ,광주광역시,서구,서창동
1442,광주광역시 서구 세하동 ,광주광역시,서구,세하동
1443,광주광역시 서구 용두동 ,광주광역시,서구,용두동
1444,광주광역시 서구 풍암동 ,광주광역시,서구,풍암동
1445,광주광역시 서구 벽진동 ,광주광역시,서구,벽진동
1446,광주광역시 서구 금호동 ,광주광역시,서구,금호동
1447,광주광역시 서구 마륵동 ,광주광역시,서구,마륵동
1448,광주광역시 서구 매월동 ,광주광역시,서구,매월동
1449,광주광역시 서구 동천동 ,광주광역시,서구,동천동
1450,광주광역시 남구 사동 ,광주광역시,남구,사동
1451,광주광역시 남구 구동 ,광주광역시,남구,구동
1452,광주광역시 남구 서동 ,광주광역시,남구,서동
1453,광주광역시 남구 월산동 ,광주광역시,남구,월산동
1454,광주광역시 남구 백운동 ,광주광역시,남구,백운동
1455,광주광역시 남구 주월동 ,광주광역시,남구,주월동
1456,광주광역시 남구 노대동 ,광주광역시,남구,노대동
1457,광주광역시 남구 진월동 ,광주광역시,남구,진월동
1458,광주광역시 남구 덕남동 ,광주광역시,남구,덕남동
1459,광주광역시 남구 행암동 ,광주광역시,남구,행암동
1460,광주광역시 남구 임암동 ,광주광역시,남구,임암동
1461,광주광역시 남구 송하동 ,광주광역시,남구,송하동
1462,광주광역시 남구 양림동 ,광주광역시,남구,양림동
1463,광주광역시 남구 방림동 ,광주광역시,남구,방림동
1464,광주광역시 남구 봉선동 ,광주광역시,남구,봉선동
1465,광주광역시 남구 구소동 ,광주광역시,남구,구소동
1466,광주광역시 남구 양촌동 ,광주광역시,남구,양촌동
1467,광주광역시 남구 도금동 ,광주광역시,남구,도금동
1468,광주광역시 남구 승촌동 ,광주광역시,남구,승촌동
1469,광주광역시 남구 지석동 ,광주광역시,남구,지석동
1470,광주광역시 남구 압촌동 ,광주광역시,남구,압촌동
1471,광주광역시 남구 화장동 ,광주광역시,남구,화장동
1472,광주광역시 남구 칠석동 ,광주광역시,남구,칠석동
1473,광주광역시 남구 석정동 ,광주광역시,남구,석정동
1474,광주광역시 남구 신장동 ,광주광역시,남구,신장동
1475,광주광역시 남구 양과동 ,광주광역시,남구,양과동
1476,광주광역시 남구 이장동 ,광주광역시,남구,이장동
1477,광주광역시 남구 대지동 ,광주광역시,남구,대지동
1478,광주광역시 남구 원산동 ,광주광역시,남구,원산동
1479,광주광역시 남구 월성동 ,광주광역시,남구,월성동
1480,광주광역시 북구 중흥동 ,광주광역시,북구,중흥동
1481,광주광역시 북구 유동 ,광주광역시,북구,유동
1482,광주광역시 북구 누문동 ,광주광역시,북구,누문동
1483,광주광역시 북구 북동 ,광주광역시,북구,북동
1484,광주광역시 북구 임동 ,광주광역시,북구,임동
1485,광주광역시 북구 신안동 ,광주광역시,북구,신안동
1486,광주광역시 북구 용봉동 ,광주광역시,북구,용봉동
1487,광주광역시 북구 동림동 ,광주광역시,북구,동림동
1488,광주광역시 북구 운암동 ,광주광역시,북구,운암동
1489,광주광역시 북구 우산동 ,광주광역시,북구,우산동
1490,광주광역시 북구 풍향동 ,광주광역시,북구,풍향동
1491,광주광역시 북구 문흥동 ,광주광역시,북구,문흥동
1492,광주광역시 북구 각화동 ,광주광역시,북구,각화동
1493,광주광역시 북구 두암동 ,광주광역시,북구,두암동
1494,광주광역시 북구 오치동 ,광주광역시,북구,오치동
1495,광주광역시 북구 삼각동 ,광주광역시,북구,삼각동
1496,광주광역시 북구 매곡동 ,광주광역시,북구,매곡동
1497,광주광역시 북구 충효동 ,광주광역시,북구,충효동
1498,광주광역시 북구 덕의동 ,광주광역시,북구,덕의동
1499,광주광역시 북구 금곡동 ,광주광역시,북구,금곡동
1500,광주광역시 북구 망월동 ,광주광역시,북구,망월동
1501,광주광역시 북구 청풍동 ,광주광역시,북구,청풍동
1502,광주광역시 북구 화암동 ,광주광역시,북구,화암동
1503,광주광역시 북구 장등동 ,광주광역시,북구,장등동
1504,광주광역시 북구 운정동 ,광주광역시,북구,운정동
1505,광주광역시 북구 본촌동 ,광주광역시,북구,본촌동
1506,광주광역시 북구 일곡동 ,광주광역시,북구,일곡동
1507,광주광역시 북구 양산동 ,광주광역시,북구,양산동
1508,광주광역시 북구 연제동 ,광주광역시,북구,연제동
1509,광주광역시 북구 신용동 ,광주광역시,북구,신용동
1510,광주광역시 북구 용두동 ,광주광역시,북구,용두동
1511,광주광역시 북구 지야동 ,광주광역시,북구,지야동
1512,광주광역시 북구 태령동 ,광주광역시,북구,태령동
1513,광주광역시 북구 수곡동 ,광주광역시,북구,수곡동
1514,광주광역시 북구 효령동 ,광주광역시,북구,효령동
1515,광주광역시 북구 용전동 ,광주광역시,북구,용전동
1516,광주광역시 북구 용강동 ,광주광역시,북구,용강동
1517,광주광역시 북구 생용동 ,광주광역시,북구,생용동
1518,광주광역시 북구 월출동 ,광주광역시,북구,월출동
1519,광주광역시 북구 대촌동 ,광주광역시,북구,대촌동
1520,광주광역시 북구 오룡동 ,광주광역시,북구,오룡동
1521,광주광역시 광산구 송정동 ,광주광역시,광산구,송정동
1522,광주광역시 광산구 도산동 ,광주광역시,광산구,도산동
1523,광주광역시 광산구 도호동 ,광주광역시,광산구,도호동
1524,광주광역시 광산구 신촌동 ,광주광역시,광산구,신촌동
1525,광주광역시 광산구 서봉동 ,광주광역시,광산구,서봉동
1526,광주광역시 광산구 운수동 ,광주광역시,광산구,운수동
1527,광주광역시 광산구 선암동 ,광주광역시,광산구,선암동
1528,광주광역시 광산구 소촌동 ,광주광역시,광산구,소촌동
1529,광주광역시 광산구 우산동 ,광주광역시,광산구,우산동
1530,광주광역시 광산구 황룡동 ,광주광역시,광산구,황룡동
1531,광주광역시 광산구 박호동 ,광주광역시,광산구,박호동
1532,광주광역시 광산구 비아동 ,광주광역시,광산구,비아동
1533,광주광역시 광산구 도천동 ,광주광역시,광산구,도천동
1534,광주광역시 광산구 수완동 ,광주광역시,광산구,수완동
1535,광주광역시 광산구 월계동 ,광주광역시,광산구,월계동
1536,광주광역시 광산구 쌍암동 ,광주광역시,광산구,쌍암동
1537,광주광역시 광산구 산월동 ,광주광역시,광산구,산월동
1538,광주광역시 광산구 신창동 ,광주광역시,광산구,신창동
1539,광주광역시 광산구 신가동 ,광주광역시,광산구,신가동
1540,광주광역시 광산구 운남동 ,광주광역시,광산구,운남동
1541,광주광역시 광산구 안청동 ,광주광역시,광산구,안청동
1542,광주광역시 광산구 진곡동 ,광주광역시,광산구,진곡동
1543,광주광역시 광산구 장덕동 ,광주광역시,광산구,장덕동
1544,광주광역시 광산구 흑석동 ,광주광역시,광산구,흑석동
1545,광주광역시 광산구 하남동 ,광주광역시,광산구,하남동
1546,광주광역시 광산구 장수동 ,광주광역시,광산구,장수동
1547,광주광역시 광산구 산정동 ,광주광역시,광산구,산정동
1548,광주광역시 광산구 월곡동 ,광주광역시,광산구,월곡동
1549,광주광역시 광산구 등임동 ,광주광역시,광산구,등임동
1550,광주광역시 광산구 산막동 ,광주광역시,광산구,산막동
1551,광주광역시 광산구 고룡동 ,광주광역시,광산구,고룡동
1552,광주광역시 광산구 신룡동 ,광주광역시,광산구,신룡동
1553,광주광역시 광산구 두정동 ,광주광역시,광산구,두정동
1554,광주광역시 광산구 임곡동 ,광주광역시,광산구,임곡동
1555,광주광역시 광산구 광산동 ,광주광역시,광산구,광산동
1556,광주광역시 광산구 오산동 ,광주광역시,광산구,오산동
1557,광주광역시 광산구 사호동 ,광주광역시,광산구,사호동
1558,광주광역시 광산구 하산동 ,광주광역시,광산구,하산동
1559,광주광역시 광산구 유계동 ,광주광역시,광산구,유계동
1560,광주광역시 광산구 본덕동 ,광주광역시,광산구,본덕동
1561,광주광역시 광산구 용봉동 ,광주광역시,광산구,용봉동
1562,광주광역시 광산구 요기동 ,광주광역시,광산구,요기동
1563,광주광역시 광산구 복룡동 ,광주광역시,광산구,복룡동
1564,광주광역시 광산구 송대동 ,광주광역시,광산구,송대동
1565,광주광역시 광산구 옥동 ,광주광역시,광산구,옥동
1566,광주광역시 광산구 월전동 ,광주광역시,광산구,월전동
1567,광주광역시 광산구 장록동 ,광주광역시,광산구,장록동
1568,광주광역시 광산구 송촌동 ,광주광역시,광산구,송촌동
1569,광주광역시 광산구 지죽동 ,광주광역시,광산구,지죽동
1570,광주광역시 광산구 용동 ,광주광역시,광산구,용동
1571,광주광역시 광산구 용곡동 ,광주광역시,광산구,용곡동
1572,광주광역시 광산구 지정동 ,광주광역시,광산구,지정동
1573,광주광역시 광산구 명화동 ,광주광역시,광산구,명화동
1574,광주광역시 광산구 동산동 ,광주광역시,광산구,동산동
1575,광주광역시 광산구 연산동 ,광주광역시,광산구,연산동
1576,광주광역시 광산구 도덕동 ,광주광역시,광산구,도덕동
1577,광주광역시 광산구 송산동 ,광주광역시,광산구,송산동
1578,광주광역시 광산구 지평동 ,광주광역시,광산구,지평동
1579,광주광역시 광산구 오운동 ,광주광역시,광산구,오운동
1580,광주광역시 광산구 삼거동 ,광주광역시,광산구,삼거동
1581,광주광역시 광산구 양동 ,광주광역시,광산구,양동
1582,광주광역시 광산구 내산동 ,광주광역시,광산구,내산동
1583,광주광역시 광산구 대산동 ,광주광역시,광산구,대산동
1584,광주광역시 광산구 송학동 ,광주광역시,광산구,송학동
1585,광주광역시 광산구 신동 ,광주광역시,광산구,신동
1586,광주광역시 광산구 삼도동 ,광주광역시,광산구,삼도동
1587,광주광역시 광산구 남산동 ,광주광역시,광산구,남산동
1588,광주광역시 광산구 송치동 ,광주광역시,광산구,송치동
1589,광주광역시 광산구 산수동 ,광주광역시,광산구,산수동
1590,광주광역시 광산구 선동 ,광주광역시,광산구,선동
1591,광주광역시 광산구 지산동 ,광주광역시,광산구,지산동
1592,광주광역시 광산구 왕동 ,광주광역시,광산구,왕동
1593,광주광역시 광산구 북산동 ,광주광역시,광산구,북산동
1594,광주광역시 광산구 명도동 ,광주광역시,광산구,명도동
1595,광주광역시 광산구 동호동 ,광주광역시,광산구,동호동
1596,광주광역시 광산구 덕림동 ,광주광역시,광산구,덕림동
1597,광주광역시 광산구 양산동 ,광주광역시,광산구,양산동
1598,광주광역시 광산구 동림동 ,광주광역시,광산구,동림동
1599,광주광역시 광산구 오선동 ,광주광역시,광산구,오선동
1600,대전광역시 동구 원동 ,대전광역시,동구,원동
1601,대전광역시 동구 인동 ,대전광역시,동구,인동
1602,대전광역시 동구 효동 ,대전광역시,동구,효동
1603,대전광역시 동구 천동 ,대전광역시,동구,천동
1604,대전광역시 동구 가오동 ,대전광역시,동구,가오동
1605,대전광역시 동구 신흥동 ,대전광역시,동구,신흥동
1606,대전광역시 동구 판암동 ,대전광역시,동구,판암동
1607,대전광역시 동구 삼정동 ,대전광역시,동구,삼정동
1608,대전광역시 동구 용운동 ,대전광역시,동구,용운동
1609,대전광역시 동구 대동 ,대전광역시,동구,대동
1610,대전광역시 동구 자양동 ,대전광역시,동구,자양동
1611,대전광역시 동구 신안동 ,대전광역시,동구,신안동
1612,대전광역시 동구 소제동 ,대전광역시,동구,소제동
1613,대전광역시 동구 가양동 ,대전광역시,동구,가양동
1614,대전광역시 동구 용전동 ,대전광역시,동구,용전동
1615,대전광역시 동구 성남동 ,대전광역시,동구,성남동
1616,대전광역시 동구 홍도동 ,대전광역시,동구,홍도동
1617,대전광역시 동구 삼성동 ,대전광역시,동구,삼성동
1618,대전광역시 동구 정동 ,대전광역시,동구,정동
1619,대전광역시 동구 중동 ,대전광역시,동구,중동
1620,대전광역시 동구 추동 ,대전광역시,동구,추동
1621,대전광역시 동구 비룡동 ,대전광역시,동구,비룡동
1622,대전광역시 동구 주산동 ,대전광역시,동구,주산동
1623,대전광역시 동구 용계동 ,대전광역시,동구,용계동
1624,대전광역시 동구 마산동 ,대전광역시,동구,마산동
1625,대전광역시 동구 효평동 ,대전광역시,동구,효평동
1626,대전광역시 동구 직동 ,대전광역시,동구,직동
1627,대전광역시 동구 세천동 ,대전광역시,동구,세천동
1628,대전광역시 동구 신상동 ,대전광역시,동구,신상동
1629,대전광역시 동구 신하동 ,대전광역시,동구,신하동
1630,대전광역시 동구 신촌동 ,대전광역시,동구,신촌동
1631,대전광역시 동구 사성동 ,대전광역시,동구,사성동
1632,대전광역시 동구 내탑동 ,대전광역시,동구,내탑동
1633,대전광역시 동구 오동 ,대전광역시,동구,오동
1634,대전광역시 동구 주촌동 ,대전광역시,동구,주촌동
1635,대전광역시 동구 낭월동 ,대전광역시,동구,낭월동
1636,대전광역시 동구 대별동 ,대전광역시,동구,대별동
1637,대전광역시 동구 이사동 ,대전광역시,동구,이사동
1638,대전광역시 동구 대성동 ,대전광역시,동구,대성동
1639,대전광역시 동구 장척동 ,대전광역시,동구,장척동
1640,대전광역시 동구 소호동 ,대전광역시,동구,소호동
1641,대전광역시 동구 구도동 ,대전광역시,동구,구도동
1642,대전광역시 동구 삼괴동 ,대전광역시,동구,삼괴동
1643,대전광역시 동구 상소동 ,대전광역시,동구,상소동
1644,대전광역시 동구 하소동 ,대전광역시,동구,하소동
1645,대전광역시 중구 은행동 ,대전광역시,중구,은행동
1646,대전광역시 중구 선화동 ,대전광역시,중구,선화동
1647,대전광역시 중구 목동 ,대전광역시,중구,목동
1648,대전광역시 중구 중촌동 ,대전광역시,중구,중촌동
1649,대전광역시 중구 대흥동 ,대전광역시,중구,대흥동
1650,대전광역시 중구 문창동 ,대전광역시,중구,문창동
1651,대전광역시 중구 석교동 ,대전광역시,중구,석교동
1652,대전광역시 중구 호동 ,대전광역시,중구,호동
1653,대전광역시 중구 옥계동 ,대전광역시,중구,옥계동
1654,대전광역시 중구 대사동 ,대전광역시,중구,대사동
1655,대전광역시 중구 부사동 ,대전광역시,중구,부사동
1656,대전광역시 중구 용두동 ,대전광역시,중구,용두동
1657,대전광역시 중구 오류동 ,대전광역시,중구,오류동
1658,대전광역시 중구 태평동 ,대전광역시,중구,태평동
1659,대전광역시 중구 유천동 ,대전광역시,중구,유천동
1660,대전광역시 중구 문화동 ,대전광역시,중구,문화동
1661,대전광역시 중구 산성동 ,대전광역시,중구,산성동
1662,대전광역시 중구 사정동 ,대전광역시,중구,사정동
1663,대전광역시 중구 안영동 ,대전광역시,중구,안영동
1664,대전광역시 중구 무수동 ,대전광역시,중구,무수동
1665,대전광역시 중구 구완동 ,대전광역시,중구,구완동
1666,대전광역시 중구 침산동 ,대전광역시,중구,침산동
1667,대전광역시 중구 목달동 ,대전광역시,중구,목달동
1668,대전광역시 중구 정생동 ,대전광역시,중구,정생동
1669,대전광역시 중구 어남동 ,대전광역시,중구,어남동
1670,대전광역시 중구 금동 ,대전광역시,중구,금동
1671,대전광역시 서구 복수동 ,대전광역시,서구,복수동
1672,대전광역시 서구 변동 ,대전광역시,서구,변동
1673,대전광역시 서구 도마동 ,대전광역시,서구,도마동
1674,대전광역시 서구 정림동 ,대전광역시,서구,정림동
1675,대전광역시 서구 용문동 ,대전광역시,서구,용문동
1676,대전광역시 서구 탄방동 ,대전광역시,서구,탄방동
1677,대전광역시 서구 괴정동 ,대전광역시,서구,괴정동
1678,대전광역시 서구 가장동 ,대전광역시,서구,가장동
1679,대전광역시 서구 내동 ,대전광역시,서구,내동
1680,대전광역시 서구 갈마동 ,대전광역시,서구,갈마동
1681,대전광역시 서구 둔산동 ,대전광역시,서구,둔산동
1682,대전광역시 서구 월평동 ,대전광역시,서구,월평동
1683,대전광역시 서구 가수원동 ,대전광역시,서구,가수원동
1684,대전광역시 서구 도안동 ,대전광역시,서구,도안동
1685,대전광역시 서구 관저동 ,대전광역시,서구,관저동
1686,대전광역시 서구 흑석동 ,대전광역시,서구,흑석동
1687,대전광역시 서구 매노동 ,대전광역시,서구,매노동
1688,대전광역시 서구 산직동 ,대전광역시,서구,산직동
1689,대전광역시 서구 장안동 ,대전광역시,서구,장안동
1690,대전광역시 서구 평촌동 ,대전광역시,서구,평촌동
1691,대전광역시 서구 오동 ,대전광역시,서구,오동
1692,대전광역시 서구 우명동 ,대전광역시,서구,우명동
1693,대전광역시 서구 원정동 ,대전광역시,서구,원정동
1694,대전광역시 서구 용촌동 ,대전광역시,서구,용촌동
1695,대전광역시 서구 봉곡동 ,대전광역시,서구,봉곡동
1696,대전광역시 서구 괴곡동 ,대전광역시,서구,괴곡동
1697,대전광역시 서구 만년동 ,대전광역시,서구,만년동
1698,대전광역시 유성구 원내동 ,대전광역시,유성구,원내동
1699,대전광역시 유성구 교촌동 ,대전광역시,유성구,교촌동
1700,대전광역시 유성구 대정동 ,대전광역시,유성구,대정동
1701,대전광역시 유성구 용계동 ,대전광역시,유성구,용계동
1702,대전광역시 유성구 학하동 ,대전광역시,유성구,학하동
1703,대전광역시 유성구 계산동 ,대전광역시,유성구,계산동
1704,대전광역시 유성구 성북동 ,대전광역시,유성구,성북동
1705,대전광역시 유성구 세동 ,대전광역시,유성구,세동
1706,대전광역시 유성구 송정동 ,대전광역시,유성구,송정동
1707,대전광역시 유성구 방동 ,대전광역시,유성구,방동
1708,대전광역시 유성구 봉명동 ,대전광역시,유성구,봉명동
1709,대전광역시 유성구 구암동 ,대전광역시,유성구,구암동
1710,대전광역시 유성구 덕명동 ,대전광역시,유성구,덕명동
1711,대전광역시 유성구 원신흥동 ,대전광역시,유성구,원신흥동
1712,대전광역시 유성구 상대동 ,대전광역시,유성구,상대동
1713,대전광역시 유성구 복용동 ,대전광역시,유성구,복용동
1714,대전광역시 유성구 장대동 ,대전광역시,유성구,장대동
1715,대전광역시 유성구 갑동 ,대전광역시,유성구,갑동
1716,대전광역시 유성구 노은동 ,대전광역시,유성구,노은동
1717,대전광역시 유성구 지족동 ,대전광역시,유성구,지족동
1718,대전광역시 유성구 죽동 ,대전광역시,유성구,죽동
1719,대전광역시 유성구 궁동 ,대전광역시,유성구,궁동
1720,대전광역시 유성구 어은동 ,대전광역시,유성구,어은동
1721,대전광역시 유성구 구성동 ,대전광역시,유성구,구성동
1722,대전광역시 유성구 신성동 ,대전광역시,유성구,신성동
1723,대전광역시 유성구 가정동 ,대전광역시,유성구,가정동
1724,대전광역시 유성구 도룡동 ,대전광역시,유성구,도룡동
1725,대전광역시 유성구 장동 ,대전광역시,유성구,장동
1726,대전광역시 유성구 방현동 ,대전광역시,유성구,방현동
1727,대전광역시 유성구 화암동 ,대전광역시,유성구,화암동
1728,대전광역시 유성구 덕진동 ,대전광역시,유성구,덕진동
1729,대전광역시 유성구 하기동 ,대전광역시,유성구,하기동
1730,대전광역시 유성구 추목동 ,대전광역시,유성구,추목동
1731,대전광역시 유성구 자운동 ,대전광역시,유성구,자운동
1732,대전광역시 유성구 신봉동 ,대전광역시,유성구,신봉동
1733,대전광역시 유성구 수남동 ,대전광역시,유성구,수남동
1734,대전광역시 유성구 안산동 ,대전광역시,유성구,안산동
